AB 名称,AB文件大小,统计的AB内存Kb(估算),冗余内存 Kb(估算),依赖AB数,冗余资源数,   网格数,   材质球,    贴图数,着色器, 图集数,动作文件,音效
banner_zkdtz,0,525939,0,0,0,0,0,1,0,1,0,0
bas_battle_attack_stuou_mp3,0,37887,0,0,0,0,0,0,0,0,0,1
bas_battle_entry_mp3,0,43007,0,0,0,0,0,0,0,0,0,1
bas_battle_hold_kikanzo_mp3,0,40127,0,0,0,0,0,0,0,0,0,1
bas_battle_lose_mp3,0,41823,0,0,0,0,0,0,0,0,0,1
bas_battle_minskill_daashah_mp3,0,42783,0,0,0,0,0,0,0,0,0,1
bas_battle_minskill_sha_mp3,0,36927,0,0,0,0,0,0,0,0,0,1
bas_battle_pose_itashow_mp3,0,44831,0,0,0,0,0,0,0,0,0,1
bas_battle_uniqueskill_ikei_mp3,0,37919,0,0,0,0,0,0,0,0,0,1
bas_battle_uniqueskill_ugah_mp3,0,36479,0,0,0,0,0,0,0,0,0,1
bas_battle_uniqueskill_yoshaah_mp3,0,39615,0,0,0,0,0,0,0,0,0,1
bas_battle_win_mp3,0,42719,0,0,0,0,0,0,0,0,0,1
bas_nor_mp3,0,36479,0,0,0,0,0,0,0,0,0,1
bas_random01_mp3,0,43231,0,0,0,0,0,0,0,0,0,1
bass_gacha_show,0,17540,0,0,0,0,0,0,0,0,1,0
bass_pose,0,6378,0,0,0,0,0,0,0,0,1,0
bass_uniqueskills,0,7460,0,0,0,0,0,0,0,0,1,0
bass_victory,0,6354,0,0,0,0,0,0,0,0,1,0
bassb_gacha_show,0,7660,0,0,0,0,0,0,0,0,1,0
bassb_pose,0,6022,0,0,0,0,0,0,0,0,1,0
bassb_uniqueskills,0,7124,0,0,0,0,0,0,0,0,1,0
bassb_victory,0,6354,0,0,0,0,0,0,0,0,1,0
battle_bgm_cabin_mp3,0,54432,0,0,0,0,0,0,0,0,0,1
battle_bgm_castle_mp3,0,9465,0,0,0,0,0,0,0,0,0,1
battle_bgm_chinatown_mp3,0,54784,0,0,0,0,0,0,0,0,0,1
battle_bgm_circus_mp3,0,54304,0,0,0,0,0,0,0,0,0,1
battle_bgm_cliff_mp3,0,9273,0,0,0,0,0,0,0,0,0,1
battle_bgm_lab_mp3,0,54240,0,0,0,0,0,0,0,0,0,1
battle_bgm_mountain_mp3,0,54272,0,0,0,0,0,0,0,0,0,1
battle_bgm_russia_mp3,0,54240,0,0,0,0,0,0,0,0,0,1
battle_bgm_temple_mp3,0,9369,0,0,0,0,0,0,0,0,0,1
battle_bgm_tokyo_mp3,0,9049,0,0,0,0,0,0,0,0,0,1
battle_bgm_wharf_mp3,0,9433,0,0,0,0,0,0,0,0,0,1
battle_boss_camera,0,6022,0,0,0,0,0,0,0,0,1,0
battle_boss_camera_2,0,6162,0,0,0,0,0,0,0,0,1,0
battle_dialogue_in,0,5564,0,0,0,0,0,0,0,0,1,0
battle_settlement_camera,0,6990,0,0,0,0,0,0,0,0,1,0
battle_start_camera,0,5978,0,0,0,0,0,0,0,0,1,0
battle_start_camera1_1,0,5890,0,0,0,0,0,0,0,0,1,0
battle_start_camera1_2,0,5890,0,0,0,0,0,0,0,0,1,0
battle_start_camera_2,0,5890,0,0,0,0,0,0,0,0,1,0
battle_start_camera_3,0,5890,0,0,0,0,0,0,0,0,1,0
battle_start_camera_4,0,5890,0,0,0,0,0,0,0,0,1,0
battle_start_camera_shock1,0,6330,0,0,0,0,0,0,0,0,1,0
battle_start_camera_shock2,0,6242,0,0,0,0,0,0,0,0,1,0
battle_start_camera_shock3,0,6242,0,0,0,0,0,0,0,0,1,0
battle_warning_animation,0,36099,0,0,0,0,0,0,0,0,1,0
battle_warning_animation2,0,34816,0,0,0,0,0,0,0,0,1,0
battleexp_start_camera 1,0,6250,0,0,0,0,0,0,0,0,1,0
bay_avg01_mp3,0,37695,0,0,0,0,0,0,0,0,0,1
bay_battle_attack_fu_mp3,0,51103,0,0,0,0,0,0,0,0,0,1
bay_battle_attack_fun_mp3,0,51103,0,0,0,0,0,0,0,0,0,1
bay_battle_effect01_mp3,0,54687,0,0,0,0,0,0,0,0,0,1
bay_battle_entry_mp3,0,40927,0,0,0,0,0,0,0,0,0,1
bay_battle_hold_mp3,0,38591,0,0,0,0,0,0,0,0,0,1
bay_battle_lose_mp3,0,42303,0,0,0,0,0,0,0,0,0,1
bay_battle_minskill_fuun_mp3,0,52959,0,0,0,0,0,0,0,0,0,1
bay_battle_uni_goodluck_mp3,0,40031,0,0,0,0,0,0,0,0,0,1
bay_battle_uni_kill_mp3,0,38719,0,0,0,0,0,0,0,0,0,1
bay_battle_uni_ya_mp3,0,50847,0,0,0,0,0,0,0,0,0,1
bay_battle_uni_yaa_mp3,0,52383,0,0,0,0,0,0,0,0,0,1
bay_battle_win_mp3,0,50975,0,0,0,0,0,0,0,0,0,1
bay_nor_mp3,0,51295,0,0,0,0,0,0,0,0,0,1
bayman_gacha_show,0,21292,0,0,0,0,0,0,0,0,1,0
bayman_pose,0,6318,0,0,0,0,0,0,0,0,1,0
bayman_uniqueskills,0,7728,0,0,0,0,0,0,0,0,1,0
bayman_victory,0,6354,0,0,0,0,0,0,0,0,1,0
beachlife_aportrait,0,19498,0,3,0,0,0,0,0,0,0,0
beachlife_aportrait_1,0,8260,0,0,0,0,0,0,0,0,1,0
beachlife_aportrait_chuansong,0,7948,0,0,0,0,0,0,0,0,1,0
beachlife_aportrait_chuansong2,0,7868,0,0,0,0,0,0,0,0,1,0
beachlife_float_01,0,5241,0,0,0,0,0,0,0,0,1,0
beachlife_float_02,0,5241,0,0,0,0,0,0,0,0,1,0
bg1,0,9350297,0,0,0,0,0,2,0,2,0,0
bg10,0,198259,0,0,0,0,0,1,0,1,0,0
bg10_2,0,1312377,0,0,0,0,0,1,0,1,0,0
bg10_3,0,1312377,0,0,0,0,0,1,0,1,0,0
bg11,0,788083,0,0,0,0,0,1,0,1,0,0
bg12,0,132723,0,0,0,0,0,1,0,1,0,0
bg13,0,525939,0,0,0,0,0,1,0,1,0,0
bg14,0,9217657,0,0,0,0,0,1,0,1,0,0
bg16,0,132723,0,0,0,0,0,1,0,1,0,0
bg17,0,788083,0,0,0,0,0,1,0,1,0,0
bg18,0,525939,0,0,0,0,0,1,0,1,0,0
bg19,0,525939,0,0,0,0,0,1,0,1,0,0
bg2,0,1051795,0,0,0,0,0,2,0,2,0,0
bg20,0,525939,0,0,0,0,0,1,0,1,0,0
bg21,0,525939,0,0,0,0,0,1,0,1,0,0
bg22,0,525939,0,0,0,0,0,1,0,1,0,0
bg23,0,525939,0,0,0,0,0,1,0,1,0,0
bg24,0,525939,0,0,0,0,0,1,0,1,0,0
bg25,0,525939,0,0,0,0,0,1,0,1,0,0
bg26,0,788089,0,0,0,0,0,1,0,1,0,0
bg3,0,132723,0,0,0,0,0,1,0,1,0,0
bg4,0,132723,0,0,0,0,0,1,0,1,0,0
bg5,0,132723,0,0,0,0,0,1,0,1,0,0
bg6,0,132723,0,0,0,0,0,1,0,1,0,0
bg7,0,132723,0,0,0,0,0,1,0,1,0,0
bg8,0,525939,0,0,0,0,0,1,0,1,0,0
bg9,0,132723,0,0,0,0,0,1,0,1,0,0
bg_cmzl,0,132723,0,0,0,0,0,1,0,1,0,0
bg_guild,0,132723,0,0,0,0,0,1,0,1,0,0
bg_guild0,0,132723,0,0,0,0,0,1,0,1,0,0
bg_guild_boss,0,132723,0,0,0,0,0,1,0,1,0,0
bg_kftt,0,132723,0,0,0,0,0,1,0,1,0,0
bg_shop,0,132723,0,0,0,0,0,1,0,1,0,0
bg_xf,0,5550949,0,0,0,0,0,1,0,1,0,0
bgm_2048_mp3,0,138213,0,0,0,0,0,0,0,0,0,1
bgm_dailypool_mp3,0,38720,0,0,0,0,0,0,0,0,0,1
bgm_pvp_mp3,0,54016,0,0,0,0,0,0,0,0,0,1
bgm_starstone_bar_mp3,0,54240,0,0,0,0,0,0,0,0,0,1
bgm_tower_mp3,0,9529,0,0,0,0,0,0,0,0,0,1
bgm_zackgold_mp3,0,54368,0,0,0,0,0,0,0,0,0,1
bl_banner01,0,198259,0,0,0,0,0,1,0,1,0,0
bl_banner02,0,198259,0,0,0,0,0,1,0,1,0,0
bl_banner03,0,198259,0,0,0,0,0,1,0,1,0,0
bl_banner04,0,198259,0,0,0,0,0,1,0,1,0,0
bl_banner05,0,198259,0,0,0,0,0,1,0,1,0,0
blobshadowprojector,0,4272,3016,0,1,0,1,0,1,0,0,0
bmg_arrow_mp3,0,429375,0,0,0,0,0,0,0,0,0,1
box_4030501,0,31755,0,0,0,0,0,1,0,1,0,0
box_4030502,0,31755,0,0,0,0,0,1,0,1,0,0
box_4030601,0,31698,0,0,0,0,0,1,0,1,0,0
box_4030602,0,31672,0,0,0,0,0,1,0,1,0,0
box_4030603,0,31724,0,0,0,0,0,1,0,1,0,0
box_4030604,0,31781,0,0,0,0,0,1,0,1,0,0
box_4030605,0,31781,0,0,0,0,0,1,0,1,0,0
box_4030606,0,31620,0,0,0,0,0,1,0,1,0,0
box_4030704,0,31620,0,0,0,0,0,1,0,1,0,0
box_4030797,0,31703,0,0,0,0,0,1,0,1,0,0
box_4030801,0,31755,0,0,0,0,0,1,0,1,0,0
box_4030802,0,31729,0,0,0,0,0,1,0,1,0,0
box_4030803,0,31833,0,0,0,0,0,1,0,1,0,0
box_4030804,0,121737,0,0,0,0,0,1,0,1,0,0
box_4030805,0,121737,0,0,0,0,0,1,0,1,0,0
box_4031500,0,31807,0,0,0,0,0,1,0,1,0,0
box_choice_ssr,0,121763,0,0,0,0,0,1,0,1,0,0
box_choice_ssrweapon,0,121867,0,0,0,0,0,1,0,1,0,0
box_choice_ur,0,121737,0,0,0,0,0,1,0,1,0,0
box_choice_urweapon,0,121685,0,0,0,0,0,1,0,1,0,0
box_genfu,0,121711,0,0,0,0,0,1,0,1,0,0
box_janlee,0,31703,0,0,0,0,0,1,0,1,0,0
box_multiple_choice,0,31781,0,0,0,0,0,1,0,1,0,0
boy_nor_mp3,0,37279,0,0,0,0,0,0,0,0,0,1
bra_battle_attack_ha_mp3,0,35359,0,0,0,0,0,0,0,0,0,1
bra_battle_attack_haiya_mp3,0,38079,0,0,0,0,0,0,0,0,0,1
bra_battle_entry_mp3,0,44095,0,0,0,0,0,0,0,0,0,1
bra_battle_hold_amaine_mp3,0,38015,0,0,0,0,0,0,0,0,0,1
bra_battle_lose_mp3,0,39551,0,0,0,0,0,0,0,0,0,1
bra_battle_minskill_yo_mp3,0,35391,0,0,0,0,0,0,0,0,0,1
bra_battle_minskill_yotto_mp3,0,37055,0,0,0,0,0,0,0,0,0,1
bra_battle_pose_yawn_mp3,0,49983,0,0,0,0,0,0,0,0,0,1
bra_battle_uniqueskill_hick_mp3,0,38207,0,0,0,0,0,0,0,0,0,1
bra_battle_uniqueskill_hyahaa_mp3,0,40127,0,0,0,0,0,0,0,0,0,1
bra_battle_win_mp3,0,50943,0,0,0,0,0,0,0,0,0,1
bra_nor_mp3,0,40415,0,0,0,0,0,0,0,0,0,1
bra_random01_mp3,0,51103,0,0,0,0,0,0,0,0,0,1
bradwong_gacha_show,0,21940,0,0,0,0,0,0,0,0,1,0
bradwong_pose,0,6318,0,0,0,0,0,0,0,0,1,0
bradwong_uniqueskills,0,8228,0,0,0,0,0,0,0,0,1,0
bradwong_victory,0,6398,0,0,0,0,0,0,0,0,1,0
bu_mie_zhi_wang,0,437415,0,0,0,0,0,1,0,1,0,0
buffhint,0,1377371,0,0,0,0,0,2,0,57,0,0
burst,0,78497,0,0,0,0,0,0,0,0,1,0
card details hero_hero_1002000 import settings,0,3151007,0,0,0,0,0,1,0,1,0,0
card01,0,396623,0,0,0,0,0,1,0,1,0,0
card02,0,396649,0,0,0,0,0,1,0,1,0,0
card03,0,396925,0,0,0,0,0,1,0,1,0,0
card04,0,396349,0,0,0,0,0,1,0,1,0,0
card05,0,396479,0,0,0,0,0,1,0,1,0,0
card06,0,396715,0,0,0,0,0,1,0,1,0,0
card07,0,396375,0,0,0,0,0,1,0,1,0,0
card08,0,396863,0,0,0,0,0,1,0,1,0,0
card09,0,396733,0,0,0,0,0,1,0,1,0,0
card10,0,397113,0,0,0,0,0,1,0,1,0,0
card11,0,396635,0,0,0,0,0,1,0,1,0,0
card12,0,396531,0,0,0,0,0,1,0,1,0,0
card13,0,396531,0,0,0,0,0,1,0,1,0,0
card14,0,396883,0,0,0,0,0,1,0,1,0,0
card_detail_1001000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1001001,0,1941621,0,0,0,0,0,1,0,1,0,0
card_detail_1002000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1002001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1003000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1004000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1004001,0,1941699,0,0,0,0,0,1,0,1,0,0
card_detail_1005000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1005001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1006000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1007000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1008000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1008001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1009000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1009001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1010000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1010001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1011000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1011001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1012000,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1013000,0,1941829,0,0,0,0,0,1,0,1,0,0
card_detail_1013001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1014000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1015000,0,489605,0,0,0,0,0,1,0,1,0,0
card_detail_1016000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1016001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1017000,0,489475,0,0,0,0,0,1,0,1,0,0
card_detail_1018000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1019000,0,489605,0,0,0,0,0,1,0,1,0,0
card_detail_1019001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1020000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1020001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1021000,0,489553,0,0,0,0,0,1,0,1,0,0
card_detail_1022000,0,489605,0,0,0,0,0,1,0,1,0,0
card_detail_1022001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1023000,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1023001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1024000,0,489709,0,0,0,0,0,1,0,1,0,0
card_detail_1025000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1026000,0,489605,0,0,0,0,0,1,0,1,0,0
card_detail_1027000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1027001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1028000,0,489475,0,0,0,0,0,1,0,1,0,0
card_detail_1028001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1029000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1030000,0,489267,0,0,0,0,0,1,0,1,0,0
card_detail_1031000,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1035000,0,489345,0,0,0,0,0,1,0,1,0,0
card_detail_1035001,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1036000,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1037000,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1041000,0,489137,0,0,0,0,0,1,0,1,0,0
card_detail_1099999,0,488981,0,0,0,0,0,1,0,1,0,0
card_hero_1001000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1001001,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1002000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1002001,0,276549,0,0,0,0,0,1,0,1,0,0
card_hero_10021000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1003000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1004000,0,276861,0,0,0,0,0,1,0,1,0,0
card_hero_1004001,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1005000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1005001,0,276549,0,0,0,0,0,1,0,1,0,0
card_hero_1006000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1007000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1008000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1008001,0,276497,0,0,0,0,0,1,0,1,0,0
card_hero_1009000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1009001,0,276497,0,0,0,0,0,1,0,1,0,0
card_hero_10091000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1010000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1010001,0,276549,0,0,0,0,0,1,0,1,0,0
card_hero_1011000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1011001,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1012000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1013000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1013001,0,276549,0,0,0,0,0,1,0,1,0,0
card_hero_1014000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1015000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1016000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1016001,0,276497,0,0,0,0,0,1,0,1,0,0
card_hero_10161000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1017000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1018000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1019000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1019001,0,276549,0,0,0,0,0,1,0,1,0,0
card_hero_1020000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1020001,0,276549,0,0,0,0,0,1,0,1,0,0
card_hero_1021000,0,276835,0,0,0,0,0,1,0,1,0,0
card_hero_1022000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1022001,0,276549,0,0,0,0,0,1,0,1,0,0
card_hero_1023000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1023001,0,276549,0,0,0,0,0,1,0,1,0,0
card_hero_1024000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1025000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1026000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1027000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1027001,0,276549,0,0,0,0,0,1,0,1,0,0
card_hero_1028000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1028001,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_10281000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1029000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1030000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1030002,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1031000,0,276549,0,0,0,0,0,1,0,1,0,0
card_hero_1032000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1033000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1034000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1035000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1035001,0,276549,0,0,0,0,0,1,0,1,0,0
card_hero_1036000,0,276757,0,0,0,0,0,1,0,1,0,0
card_hero_1037000,0,276497,0,0,0,0,0,1,0,1,0,0
card_hero_1038000,0,414037,0,0,0,0,0,1,0,1,0,0
card_hero_1039000,0,414037,0,0,0,0,0,1,0,1,0,0
card_hero_1040000,0,414037,0,0,0,0,0,1,0,1,0,0
card_hero_1041000,0,413829,0,0,0,0,0,1,0,1,0,0
card_hero_1042000,0,414037,0,0,0,0,0,1,0,1,0,0
card_hero_1043000,0,414037,0,0,0,0,0,1,0,1,0,0
card_hero_1044000,0,414037,0,0,0,0,0,1,0,1,0,0
card_hero_1045000,0,414037,0,0,0,0,0,1,0,1,0,0
card_hero_1046000,0,414037,0,0,0,0,0,1,0,1,0,0
card_hero_1047000,0,414037,0,0,0,0,0,1,0,1,0,0
card_hero_1048000,0,414037,0,0,0,0,0,1,0,1,0,0
card_hero_1049000,0,414037,0,0,0,0,0,1,0,1,0,0
card_hero_1050000,0,414037,0,0,0,0,0,1,0,1,0,0
card_shade,0,1472197,0,0,0,0,0,1,0,1,0,0
card_switch_mp3,0,37727,0,0,0,0,0,0,0,0,0,1
card_sx,0,356089,0,0,0,0,0,1,0,1,0,0
card_sx2,0,242807,0,0,0,0,0,1,0,1,0,0
card_sx3,0,1113227,0,0,0,0,0,1,0,1,0,0
card_sx4,0,1851529,0,0,0,0,0,1,0,1,0,0
card_sx5,0,1802611,0,0,0,0,0,1,0,1,0,0
card_win_flip_mp3,0,42367,0,0,0,0,0,0,0,0,0,1
card_wrong_flip_mp3,0,39711,0,0,0,0,0,0,0,0,0,1
chat_eye_item_close,0,7322,0,0,0,0,0,0,0,0,1,0
chat_eye_item_idle,0,6938,0,0,0,0,0,0,0,0,1,0
chat_eye_item_in,0,5560,0,0,0,0,0,0,0,0,1,0
chat_eye_item_out,0,6938,0,0,0,0,0,0,0,0,1,0
chat_frame_blue,0,681379,0,0,0,0,0,1,0,1,0,0
chat_frame_red,0,454803,0,0,0,0,0,1,0,1,0,0
chat_message_item_in,0,5893,0,0,0,0,0,0,0,0,1,0
chb_random01_mp3,0,47231,0,0,0,0,0,0,0,0,0,1
christie_gacha_show,0,7012,0,0,0,0,0,0,0,0,1,0
christie_pose,0,6190,0,0,0,0,0,0,0,0,1,0
christie_uniqueskills,0,6788,0,0,0,0,0,0,0,0,1,0
christie_victory,0,6354,0,0,0,0,0,0,0,0,1,0
clocktower_animation_1,0,477792,0,0,0,0,0,0,0,0,1,0
clocktower_animation_2,0,545344,0,0,0,0,0,0,0,0,1,0
clocktower_animation_3,0,7248,0,0,0,0,0,0,0,0,1,0
cloneinvasion13,0,198259,0,0,0,0,0,1,0,1,0,0
combat_hero_1001000,0,32105,0,0,0,0,0,1,0,1,0,0
combat_hero_1001001,0,32105,0,0,0,0,0,1,0,1,0,0
combat_hero_1002000,0,32112,0,0,0,0,0,1,0,1,0,0
combat_hero_1002001,0,31891,0,0,0,0,0,1,0,1,0,0
combat_hero_1003000,0,31860,0,0,0,0,0,1,0,1,0,0
combat_hero_1004000,0,31860,0,0,0,0,0,1,0,1,0,0
combat_hero_1004001,0,32103,0,0,0,0,0,1,0,1,0,0
combat_hero_1005000,0,32087,0,0,0,0,0,1,0,1,0,0
combat_hero_1005001,0,32395,0,0,0,0,0,1,0,1,0,0
combat_hero_1006000,0,31834,0,0,0,0,0,1,0,1,0,0
combat_hero_1007000,0,33135,0,0,0,0,0,1,0,1,0,0
combat_hero_1008000,0,32489,0,0,0,0,0,1,0,1,0,0
combat_hero_1008001,0,122069,0,0,0,0,0,1,0,1,0,0
combat_hero_1009000,0,32033,0,0,0,0,0,1,0,1,0,0
combat_hero_1009001,0,32337,0,0,0,0,0,1,0,1,0,0
combat_hero_1010000,0,32339,0,0,0,0,0,1,0,1,0,0
combat_hero_1010001,0,32099,0,0,0,0,0,1,0,1,0,0
combat_hero_1011000,0,32936,0,0,0,0,0,1,0,1,0,0
combat_hero_1011001,0,31969,0,0,0,0,0,1,0,1,0,0
combat_hero_1012000,0,31969,0,0,0,0,0,1,0,1,0,0
combat_hero_1013000,0,32220,0,0,0,0,0,1,0,1,0,0
combat_hero_1013001,0,121895,0,0,0,0,0,1,0,1,0,0
combat_hero_1014000,0,32241,0,0,0,0,0,1,0,1,0,0
combat_hero_1015000,0,32150,0,0,0,0,0,1,0,1,0,0
combat_hero_1016000,0,32047,0,0,0,0,0,1,0,1,0,0
combat_hero_1016001,0,32337,0,0,0,0,0,1,0,1,0,0
combat_hero_1017000,0,32100,0,0,0,0,0,1,0,1,0,0
combat_hero_1018000,0,32264,0,0,0,0,0,1,0,1,0,0
combat_hero_1019000,0,32052,0,0,0,0,0,1,0,1,0,0
combat_hero_1019001,0,121973,0,0,0,0,0,1,0,1,0,0
combat_hero_1020000,0,32699,0,0,0,0,0,1,0,1,0,0
combat_hero_1020001,0,122065,0,0,0,0,0,1,0,1,0,0
combat_hero_1021000,0,32198,0,0,0,0,0,1,0,1,0,0
combat_hero_1022000,0,32315,0,0,0,0,0,1,0,1,0,0
combat_hero_1022001,0,32859,0,0,0,0,0,1,0,1,0,0
combat_hero_1023000,0,31912,0,0,0,0,0,1,0,1,0,0
combat_hero_1023001,0,32243,0,0,0,0,0,1,0,1,0,0
combat_hero_1024000,0,33566,0,0,0,0,0,1,0,1,0,0
combat_hero_1025000,0,32845,0,0,0,0,0,1,0,1,0,0
combat_hero_1026000,0,32264,0,0,0,0,0,1,0,1,0,0
combat_hero_1027000,0,31938,0,0,0,0,0,1,0,1,0,0
combat_hero_1027001,0,121947,0,0,0,0,0,1,0,1,0,0
combat_hero_1028000,0,32260,0,0,0,0,0,1,0,1,0,0
combat_hero_1028001,0,32047,0,0,0,0,0,1,0,1,0,0
combat_hero_1029000,0,32560,0,0,0,0,0,1,0,1,0,0
combat_hero_1030000,0,32394,0,0,0,0,0,1,0,1,0,0
combat_hero_1030002,0,33566,0,0,0,0,0,1,0,1,0,0
combat_hero_1031000,0,32574,0,0,0,0,0,1,0,1,0,0
combat_hero_1035000,0,32131,0,0,0,0,0,1,0,1,0,0
combat_hero_1035001,0,31808,0,0,0,0,0,1,0,1,0,0
combat_hero_1036000,0,32299,0,0,0,0,0,1,0,1,0,0
combat_hero_1037000,0,122117,0,0,0,0,0,1,0,1,0,0
combat_hero_1041000,0,31917,0,0,0,0,0,1,0,1,0,0
combat_hero_9001,0,31943,0,0,0,0,0,1,0,1,0,0
combat_monster_2101,0,32164,0,0,0,0,0,1,0,1,0,0
combat_monster_2102,0,32073,0,0,0,0,0,1,0,1,0,0
combat_monster_2103,0,31860,0,0,0,0,0,1,0,1,0,0
combat_monster_2104,0,32369,0,0,0,0,0,1,0,1,0,0
combat_monster_2105,0,31886,0,0,0,0,0,1,0,1,0,0
combat_monster_2106,0,32073,0,0,0,0,0,1,0,1,0,0
combat_monster_2107,0,31943,0,0,0,0,0,1,0,1,0,0
combo_zdloop_animation,0,6193,0,0,0,0,0,0,0,0,1,0
competitivegame01,0,198259,0,0,0,0,0,1,0,1,0,0
control,0,60097,0,0,0,0,0,0,0,0,1,0
cri_avg01_mp3,0,42303,0,0,0,0,0,0,0,0,0,1
cri_avg02_mp3,0,41919,0,0,0,0,0,0,0,0,0,1
cri_avg03_mp3,0,46303,0,0,0,0,0,0,0,0,0,1
cri_avg04_mp3,0,36927,0,0,0,0,0,0,0,0,0,1
cri_battle_attack&minskill_fu1_mp3,0,35679,0,0,0,0,0,0,0,0,0,1
cri_battle_attack&minskill_fu2_mp3,0,35999,0,0,0,0,0,0,0,0,0,1
cri_battle_attack&minskill_fu3_mp3,0,36479,0,0,0,0,0,0,0,0,0,1
cri_battle_effect01_mp3,0,41471,0,0,0,0,0,0,0,0,0,1
cri_battle_entry_mp3,0,41695,0,0,0,0,0,0,0,0,0,1
cri_battle_hold_amaina_mp3,0,38559,0,0,0,0,0,0,0,0,0,1
