动作名称,占用内存
A_eff_hayateB_doubleuniqueskills,18144,eff_hayateb_doubleuniqueskills
A_eff_hayateB_doubleuniqueskills_run,3492,eff_hayateb_doubleuniqueskills
A_eff_hayateB_minskill,11692,eff_hayateb_minskill
A_eff_hayateB_run,2832,eff_hayateb_run
A_eff_hayateB_uniqueskills,34592,eff_hayateb_uniqueskills
A_eff_helenaB_minskill,7908,eff_helenab_01_minskill
A_eff_helenaB_uniqueskills,13300,eff_helenab_01_uniqueskills
A_eff_helena_minskill_dlc_02,8248,eff_helena_minskill_dlc_02
A_eff_helena_pose,2220,eff_helena_pose,eff_helena_pose_dlc_02,eff_helenab_01_pose
A_eff_heroequip_bg,2228,herocultivate_bg_01
A_eff_ladder_passway,3148,eff_ladder_passway
A_eff_ladder_passway_heichang,2176,eff_ui_ladder_passway_heichang
A_eff_limitless_fire,2192,uioaarrowview
A_eff_mariposaB_01_minskill,8496,eff_mariposab_01_minskill
A_eff_mariposaB_01_pose,3020,eff_mariposab_01_pose
A_eff_mariposaB_01_uniqueskills_model,5176,eff_mariposab_01_uniqueskills
A_eff_mariposaB_01_uniqueskills_r,2276,eff_mariposab_01_uniqueskills
A_eff_mariposaB_01_uniqueskills_xian,2736,eff_mariposab_01_uniqueskills
A_eff_max_uniqueskills,2280,uibattlehreoprefab
A_eff_momiji_uniqueskills_dlc_01_r,2192,eff_momiji_uniqueskills_dlc_01
A_eff_momiji_uniqueskills_dlc_huli_01,5208,eff_momiji_uniqueskills_dlc_01
A_eff_momiji_uniqueskills_dlc_model,3636,eff_momiji_uniqueskills_dlc_01
A_eff_ninjia_trailing01,45712,eff_ninjia_trailing01
A_eff_ninjia_trailing02,66312,eff_ninjia_trailing02
A_eff_ninjia_trailing02_1,2360,eff_ninjia_trailing02
A_eff_select_role,2912,eff_select_role,uicombatprefab
A_eff_shuye_close,9580,eff_shuye_01,eff_shuye_02,eff_shuye_03,eff_shuye_04,eff_shuye_05,eff_shuye_06
A_eff_shuye_open,9580,eff_shuye_01,eff_shuye_02,eff_shuye_03,eff_shuye_04,eff_shuye_05,eff_shuye_06
A_eff_star_touch_jx,2260,uitournamentpopup3prefab
A_eff_star_touch_sx,2684,uitournamentpopup3prefab
A_eff_take_pictures_N,4476,eff_take_pictures_n,uidrawcardshowheroview
A_eff_tili_01_01,6512,eff_uivipprefab_czcg,uichargesuccessprefab,uitipswithiconprefab
A_eff_tili_01_03,3992,uicautionprefab
A_eff_tina_minskill,7064,eff_tina_minskill
A_eff_tina_pose,3140,eff_tina_pose
A_eff_tina_uniqueskills,11796,eff_tina_uniqueskills
A_eff_transition_UR_Nyotengu,7088,eff_transition_ur_nyotengu
A_eff_transition_UR_Phase4,7728,eff_transition_ur_phase4
A_eff_ui_ArenaMainInterface,2164,eff_ui_arenamaininterface
A_eff_ui_UIChampionPunch,3560,eff_ui_uichampionpunch
A_eff_ui_UITeamFlairPopUP2Prefab_shengji,4040,eff_ui_uiteamflairpopup2prefab_shengji,uiteamflairpopup2prefab
A_eff_ui_bollRoot_zdl,2772,eff_ui_bollroot_zdl
A_eff_ui_jiesuan,2176,eff_ui_jiesuan
A_eff_ui_ladder_passway_heichang2,2176,eff_ui_ladder_passway_heichang
A_eff_ui_map_qiehuan,2632,eff_ui_map_qiehuan
A_eff_ui_ty_jiesuo,2536,eff_ui_ty_jiesuo,uialbumview
A_eff_ui_ty_jiesuo_huangdong,2988,eff_ui_ty_jiesuo,uialbumview
A_eff_ui_uniqueskills_1_n,5236,eff_ui_uniqueskills_1,eff_ui_uniqueskills_2,eff_ui_uniqueskills_3,eff_ui_uniqueskills_4
A_eff_ui_xs_01,2232,eff_ui_xs_01,eff_ui_xs_02,uiherozodiacbackpackprefab,uiherozodiacstarprefab
A_eff_xuanzhongruo,2204,uibattlehreoprefab,uimainprefab
A_ein_line02_LX,4904,eff_ein_uniqueskills
A_ein_line03_LX,7068,eff_ein_pose
A_ein_min01_LX,8972,eff_ein_minskill
A_ein_pose01_LX,2680,eff_ein_pose
A_ein_uni02_LX,15160,eff_ein_uniqueskills
A_elliot_line01_LX,20852,eff_elliot_uniqueskills
A_elliot_line02_LX,10908,eff_elliot_pose
A_elliot_min01_LX,0,eff_elliot_minskill
A_elliot_uni01_LX,6224,eff_elliot_uniqueskills
A_gold_down1,3752,gold_debris
A_gold_down1_1,3032,gold_debris
A_gold_down2,3752,gold_debris
A_gold_down2_1,3032,gold_debris
A_gold_down3,3744,gold_debris
A_gold_down3_1,3032,gold_debris
A_hayate_uniqueskills_ss,2436,eff_hayate_uniqueskills
A_helena_minskill_att,10300,eff_helena_minskill
A_helena_uniqueskills,3940,eff_helena_uniqueskills,eff_helena_uniqueskills_dlc_02
A_helena_uniqueskills2,4556,eff_helena_uniqueskills,eff_helena_uniqueskills_dlc_02
A_hero_hayate_skill01_1,3168,eff_hayate_minskill
A_hero_hayate_skill01_2,3080,eff_hayate_minskill
A_hero_hayate_skill01_uv_att,2648,eff_hayate_minskill
A_hero_hayate_skill02,3320,eff_hayate_uniqueskills
A_hero_hayate_skill02_eff_xian2,2220,eff_hayate_uniqueskills
A_hero_hayate_skill03,2440,eff_hayate_uniqueskills
A_hero_hayate_skill04,3320,eff_hayate_uniqueskills
A_hero_hayate_skill05,3320,eff_hayate_uniqueskills
A_herobar_minskill_x3,2888,eff_combo_minskill,uibattlehreoprefab,uicombatprefab,uidwacombatprefab
A_herobar_uniqueskills,2572,uibattlehreoprefab
A_herobar_uniqueskills_x,2504,uibattlehreoprefab
A_hitomi_minskill,11184,eff_hitomi_minskill
A_hitomi_pose,3116,eff_hitomi_pose
A_hitomi_uniqueskills_2,8172,eff_hitomi_uniqueskills02
A_hitomi_uniqueskills_3,5764,eff_hitomi_uniqueskills03
A_hitomi_uniqueskills_ss,2184,eff_hitomi_uniqueskills02,eff_hitomi_uniqueskills03
A_jibai_glow,2792,eff_jiban_glow,uiheroequipprefab,uiheroequipprefabnew
A_juese_xiaoshi,3880,eff_map_main_juese_xiaoshi
A_kasumiB_minskill_cj,2296,eff_kasumib_minskill
A_kasumiB_pose02_cj,135364,eff_kasumib_pose
A_kasumiB_pose_canying_cj,8852,eff_kasumib_pose
A_kasumiB_pose_cj,2908,eff_kasumib_pose
A_kasumiB_uniqueskills_cj,8328,eff_kasumib_uniqueskills
A_kasumi_kaichang,7140,eff_kasumi_kaichang
A_leifang_line01_LX,5480,eff_leifang_uniqueskills
A_leifang_line02_LX,9696,eff_leifang_uniqueskills
A_leifang_line03_LX,7568,eff_leifang_pose
A_leifang_min01_LX,6220,eff_leifang_minskill
A_leifang_uni02_LX,7816,eff_leifang_uniqueskills
A_leifang_uni03_LX,4512,eff_leifang_pose
A_leifang_uniqueskills_model,3820,eff_leifang_uniqueskills_dlc01
A_leifang_uniqueskills_xian1,2664,eff_leifang_uniqueskills_dlc01
A_level_02,4312,eff_level_02,eff_ui_zhuangbei_sj,uiherocultivateprefab
A_machine_item_exp,5500,eff_machine_item_exp,m_machine_01
A_map_baoxiang_level_box,3724,levelbox
A_map_baoxiang_level_box_close,2668,levelbox
A_map_baoxiang_level_box_open,3264,levelbox
A_map_main_logo,9056,eff_map_main_logo
A_marierose_line01_LX,8184,eff_marierose_minskill
A_marierose_line02_LX,5240,eff_marierose_uniqueskills
A_marierose_pose011_LX,3580,eff_marierose_pose
A_marierose_uni011_LX,4600,eff_marierose_pose,eff_marierose_uniqueskills
A_marierose_uni01_LX,9180,eff_marierose_uniqueskills
A_marierose_xin01line_LX,5236,eff_marierose_pose
A_momiji_minskill,5148,eff_momiji_minskill,eff_momiji_minskill_dlc_01
A_momiji_uniqueskill,8048,eff_momiji_uniqueskills
A_momiji_uniqueskill_model,5624,eff_momiji_uniqueskills
A_nyotengu_minskill_model,10568,eff_nyotengu_minskill
A_nyotengu_minskill_model2,4204,eff_nyotengu_uniqueskills
A_nyotengu_pose,4068,eff_nyotengu_pose
A_nyotengu_uniqueskills,14420,eff_nyotengu_uniqueskills
A_nyotengu_uniqueskills2_ljf,15324,eff_nyotengu_uniqueskills
A_nyotengu_uniqueskills2_model,11716,eff_nyotengu_uniqueskills
A_powerdefense_banqiu,3164,eff_powerdefense
A_powerdefense_banqiu_zhuan,2596,eff_powerdefense
A_rachel_minskill,4556,eff_rachel_minskill
A_rachel_pose_r,5240,eff_rachel_pose
A_ryuhayabusa_minskill,8252,eff_ryuhayabusa_minskill
A_ryuhayabusa_pose,4072,eff_ryuhayabusa_pose
A_ryuhayabusa_pose_bipeye,2800,eff_ryuhayabusa_pose
A_ryuhayabusa_pose_cam,3024,eff_ryuhayabusa_pose_cam
A_ryuhayabusa_uniqueskills_fk,26212,eff_ryuhayabusa_uniqueskills
A_ryuhayabusa_uniqueskills_shou,3940,eff_ryuhayabusa_uniqueskills
A_shengzi,0,p_map_main_tokyo
A_ty_gezi_baiguang,2192,eff_ty_gezi_baiguang,eff_ty_gezi_lingqu,uiacquiregoodsprefab,uirandomcard2prefab,uirollrandomprefab,uistarstonecardgoodsprefab,uitrialgoodsprefab
A_ty_huixue,3244,eff_ty_huixue
A_ty_jiesuo,2964,eff_ty_jiesuo,eff_ty_jiesuo2,old_uiequipprefabnew,uiequipprefabnew,uiequipprefabnewnew,uiequipview
A_ui_Panel_hero_info_shangzhang,2228,eff_ui_panel_hero_info_shangzhang,uiherogradeprefab
A_ui_UIArenaIntegralPrefab_gezi,2400,eff_ui_uiarenaintegralprefab_gezi,eff_uistarstonetaskenteritemhelp_wancneng,uiarenaintegralitem,uistarstonetaskenteritem,uitournamentawarditem
A_ui_UIArenaRankingPrefab_gezi,2200,eff_ui_uiarenarankingprefab_gezi,eff_ui_uiarenarankingprefab_gezi1
A_ui_UIArenaRankingPrefab_gezi2,2372,uiarenaawarditem,uitrialawarditem
A_ui_UIArenaTheirRanksPrefab_shuzi_01,2928,eff_ui_bollroot_zdl,eff_ui_uiherocultivateprefab_shuzi_01,eff_ui_uiherocultivateprefab_shuzi_02,eff_ui_uiherocultivateprefab_shuzi_03,uiarenatheirranksprefab
A_ui_UIArena_beijing_zj,3024,eff_ui_uiarena_beijing_01,eff_ui_uiarena_beijing_02,eff_ui_uiarena_beijing_03,eff_ui_uiarena_beijing_04,eff_ui_uiarena_beijing_05,eff_ui_uiarena_beijing_zj
A_ui_UIArena_jiangbei_loop_01,2200,eff_ui_uiarena_jiangbei_loop_01,eff_ui_uiarena_jiangbei_loop_03,eff_ui_uiarena_jiangbei_loop_05,eff_ui_uiarena_jiangbei_loop_06,eff_ui_uiarena_jiangbei_loop_08,eff_ui_uiarena_jiangbei_open_01,eff_ui_uiarena_jiangbei_open_03,eff_ui_uiarena_jiangbei_open_04,eff_ui_uiarena_jiangbei_open_05,eff_ui_uiarena_jiangbei_open_06
A_ui_UIArena_jiangbei_loop_01_xinxin,3184,eff_ui_uiarena_jiangbei_loop_01,eff_ui_uiarena_jiangbei_loop_02,eff_ui_uiarena_jiangbei_open_01,eff_ui_uiarena_jiangbei_open_02
A_ui_UIArena_jiangbei_loop_02,2200,eff_ui_uiarena_jiangbei_loop_07,eff_ui_uiarena_jiangbei_loop_09,eff_ui_uiarena_jiangbei_open_07,eff_ui_uiarena_jiangbei_open_09
A_ui_UIArena_jiangbei_open_01_1,2436,eff_ui_uiarena_jiangbei_open_01,eff_ui_uiarena_jiangbei_open_02,eff_ui_uiarena_jiangbei_open_03,eff_ui_uiarena_jiangbei_open_04,eff_ui_uiarena_jiangbei_open_05,eff_ui_uiarena_jiangbei_open_06,eff_ui_uiarena_jiangbei_open_07,eff_ui_uiarena_jiangbei_open_08,eff_ui_uiarena_jiangbei_open_09,eff_ui_uiarena_jiangbei_open_10
A_ui_UIArena_jiangbei_open_01_2,2608,eff_ui_uiarena_jiangbei_open_01,eff_ui_uiarena_jiangbei_open_02,eff_ui_uiarena_jiangbei_open_03,eff_ui_uiarena_jiangbei_open_04,eff_ui_uiarena_jiangbei_open_05,eff_ui_uiarena_jiangbei_open_06,eff_ui_uiarena_jiangbei_open_07,eff_ui_uiarena_jiangbei_open_08,eff_ui_uiarena_jiangbei_open_09,eff_ui_uiarena_jiangbei_open_10
A_ui_UIArena_mobai_01,2660,eff_ui_uiarena_mobai_01
A_ui_UIArena_shuaxing_01,5400,uiarenaprefab
A_ui_UIArena_songhua_01,2896,eff_ui_uiarena_songhua_01
A_ui_UICloneFinishPrefab_baoxiang,2744,eff_ui_uiclonefinishprefab_baoxiang
A_ui_UICloneFinishPrefab_baoxiang_open,2608,eff_ui_uiclonefinishprefab_baoxiang
A_ui_UICloneFinishPrefab_baoxiang_open2,2556,eff_ui_uiclonefinishprefab_baoxiang
A_ui_UIFinishWinnerPrefab_winner,10096,uiactivityfinishprefab,uifinishdwaprefab,uifinishguildbattleprefab,uifinishprefab,uitournamentfinishprefab,uitrialfinishprefab
A_ui_UIGuideMask3,3276,eff_ui_uiguidemask3
A_ui_UIGuideMask3_dianji,2608,eff_ui_uiguidemask3
A_ui_UILevelJYPopupPrefab_ditu_saoguang,2788,eff_ui_uiwustudynew_juese_one_cn,eff_ui_uiwustudynew_juese_ten_cn
A_ui_UILoading1Prefab_2,7472,eff_map_main_camera
A_ui_UILoading1Prefab_2_1,7472,eff_ui_uiloading1prefab_2,uiloading,uiloading1prefab,uiloading7prefab
A_ui_UIMainPrefab_function,4144,eff_ui_uimainprefab_function,uimainprefab
A_ui_UIMainPrefab_hd,2576,eff_ui_uimainprefab_activity,uimainprefab
A_ui_UIWuStudylockItem_xuanzhong,2220,eff_ui_uiwustudylockitem_xuanzhong,uiwustudylockitem
A_ui_UIWuStudynew_jstj,2192,eff_ui_uiwustudynew_jstj
A_ui_UIWuStudynew_juese_one_cn,2532,eff_ui_uiwustudynew_juese_one_cn
A_ui_UIWuStudynew_juese_ten_cn,2540,eff_ui_uiwustudynew_juese_ten_cn
A_ui_bollRoot_click,2952,ui_skill_01
A_ui_bollRoot_loop,2872,eff_ui_bollroot_loop,ui_skill_01
A_ui_bollRoot_shengji,2636,eff_ui_bollroot_shengji1
A_ui_bollRoot_unlock,3588,eff_ui_bollroot_unlock,ui_skill_01
A_ui_buff_zdl,2432,eff_ui_buff_zdl_down,eff_ui_buff_zdl_up
A_ui_chouka,9480,eff_ui_chouka_1,eff_ui_chouka_2,eff_ui_chouka_3,eff_ui_chouka_4
A_ui_chouka_posui1,11600,eff_ui_chouka_1,eff_ui_chouka_2,eff_ui_chouka_3,eff_ui_chouka_4
A_ui_chouka_posui2,11640,eff_ui_chouka_1,eff_ui_chouka_2,eff_ui_chouka_3,eff_ui_chouka_4
A_ui_duanxian_dian,2472,eff_ui_duanxian,uiserviceloadingprefab
A_ui_gold,2300,eff_ui_gold,uicombatprefab,uidwacombatprefab
A_ui_gold_2,2436,eff_ui_gold,uicombatprefab,uidwacombatprefab
A_ui_jiantou_TY,2204,uialbumview
A_ui_jjc_ty_beijing,2332,eff_ui_jjc_ty_beijing,uitrialawardprefab
A_ui_kaichang,4196,eff_ui_kaichang
A_ui_loading,2600,eff_ui_loading
A_ui_shuangbei,2368,uidailyexpprefab,uidailygodnessprefab,uidailygoldprefab,uieverydaycard_new
A_ui_skill_beijing,3180,eff_ui_skill_beijing
A_ui_skill_beijing2,2740,eff_ui_skill_beijing
A_ui_skill_beijing3,3104,eff_map_main,eff_ui_skill_beijing
A_ui_uniqueskills_1_1,18372,eff_ui_uniqueskills_1
A_ui_uniqueskills_2_1_n,20348,eff_ui_uniqueskills_2
A_ui_uniqueskills_3_1,24188,eff_ui_uniqueskills_3
A_ui_uniqueskills_4_1,24568,eff_ui_uniqueskills_4
A_ui_vertigo,2300,uibattlehreoprefab
A_ui_winner02_zi_01,4316,uifinishwinnerprefab
A_ui_winnerhead_shengji_01,3092,eff_ui_winnerhead_shengji_01
A_ui_ycpd_lose,2324,eff_ui_ycpd_lose
A_ui_ycpd_readygo,3396,eff_ui_ycpd_readygo
A_ui_ycpd_winner,3076,eff_ui_ycpd_winner
A_ui_ycpd_winner2,2460,eff_ui_ycpd_winner
A_ui_zhangjie_clearance_02,3592,eff_ui_zhangjie_clearance_02
A_ui_zhangjie_clearance_02_guangzhu,2304,eff_ui_zhangjie_clearance_02
A_ui_zhangjie_clearance_02_guangzhu_nei,2304,eff_ui_zhangjie_clearance_02
A_ui_zhangjie_close_01,3520,uichapterview,uilevelopenprefab_close
A_ui_zhangjie_open_01,6108,uilevelopenprefab
A_ui_zhangjie_open_01_guang,2788,uilevelopenprefab
A_ui_zhangjie_open_01_saoguang,2228,uilevelopenprefab
A_uimainprefab_Image_qp,2460,uimainprefab
A_warning_animation,16964,a_warning_animation
A_water,2200,p_map_main_cabin,p_map_main_cliff
A_water_02,2200,p_map_main_cabin,p_map_main_cliff
A_worldboss_sd,2428,eff_worldboss_sd
A_xiangzi_down1,5288,xiang1,xiang2,xiang3
A_xiangzi_down2,5288,xiang1,xiang2,xiang3
A_xiangzi_down_3,5288,xiang1,xiang2,xiang3
A_zhandou_guochang,18568,eff_ui_uniqueskills,eff_zhandou_guochang,eff_zhandou_guochang2,eff_zhandou_guochang_3,uicombatprefab,uidwacombatprefab
Anim_qr,0,uimainprefab
Assets/Prefabs/AnimationClip/Camera/A_UISetNamePrefab1.anim,0,a_uisetnameprefab1
Assets/Prefabs/AnimationClip/Camera/GameLoginCamera_new.anim,0,gamelogincamera_new
Assets/Prefabs/AnimationClip/Camera/GameLoginCamera_new_2.anim,0,gamelogincamera_new_2
Assets/Prefabs/AnimationClip/Camera/GameLoginCamera_new_3.anim,0,gamelogincamera_new_3
Assets/Prefabs/AnimationClip/Camera/Genfu_pose.anim,0,genfu_pose
Assets/Prefabs/AnimationClip/Camera/Genfu_uniqueskills.anim,0,genfu_uniqueskills
Assets/Prefabs/AnimationClip/Camera/Genfu_victory.anim,0,genfu_victory
Assets/Prefabs/AnimationClip/Camera/KasumiB_victory.anim,0,kasumib_victory
Assets/Prefabs/AnimationClip/Camera/Rig_victory.anim,0,rig_victory
Assets/Prefabs/AnimationClip/Camera/Zack_pose.anim,0,zack_pose
Assets/Prefabs/AnimationClip/Camera/Zack_uniqueskills.anim,0,zack_uniqueskills
Assets/Prefabs/AnimationClip/Camera/alpha152_pose.anim,0,alpha152_pose
Assets/Prefabs/AnimationClip/Camera/alpha152_uniqueskills.anim,0,alpha152_uniqueskills
Assets/Prefabs/AnimationClip/Camera/alpha152_victory.anim,0,alpha152_victory
Assets/Prefabs/AnimationClip/Camera/ayane_pose.anim,0,ayane_pose
Assets/Prefabs/AnimationClip/Camera/ayane_uniqueskills01.anim,0,ayane_uniqueskills01
Assets/Prefabs/AnimationClip/Camera/ayane_uniqueskills02.anim,0,ayane_uniqueskills02
Assets/Prefabs/AnimationClip/Camera/ayane_victory.anim,0,ayane_victory
Assets/Prefabs/AnimationClip/Camera/battle_settlement_camera.anim,0,battle_settlement_camera
Assets/Prefabs/AnimationClip/Camera/battle_start_camera.anim,0,battle_start_camera
Assets/Prefabs/AnimationClip/Camera/battle_start_camera1_1.anim,0,battle_start_camera1_1
Assets/Prefabs/AnimationClip/Camera/battle_start_camera1_2.anim,0,battle_start_camera1_2
Assets/Prefabs/AnimationClip/Camera/battle_start_camera_2.anim,0,battle_start_camera_2
Assets/Prefabs/AnimationClip/Camera/battle_start_camera_3.anim,0,battle_start_camera_3
Assets/Prefabs/AnimationClip/Camera/battle_start_camera_4.anim,0,battle_start_camera_4
Assets/Prefabs/AnimationClip/Camera/battle_start_camera_shock1.anim,0,battle_start_camera_shock1
Assets/Prefabs/AnimationClip/Camera/battle_start_camera_shock2.anim,0,battle_start_camera_shock2
Assets/Prefabs/AnimationClip/Camera/battle_start_camera_shock3.anim,0,battle_start_camera_shock3
Assets/Prefabs/AnimationClip/Camera/bayman_pose.anim,0,bayman_pose
Assets/Prefabs/AnimationClip/Camera/bayman_uniqueskills.anim,0,bayman_uniqueskills
Assets/Prefabs/AnimationClip/Camera/bayman_victory.anim,0,bayman_victory
Assets/Prefabs/AnimationClip/Camera/bradwong_pose.anim,0,bradwong_pose
Assets/Prefabs/AnimationClip/Camera/bradwong_uniqueskills.anim,0,bradwong_uniqueskills
Assets/Prefabs/AnimationClip/Camera/bradwong_victory.anim,0,bradwong_victory
Assets/Prefabs/AnimationClip/Camera/christie_victory.anim,0,christie_victory
Assets/Prefabs/AnimationClip/Camera/hayate_pose.anim,0,hayate_pose
Assets/Prefabs/AnimationClip/Camera/hayate_uniqueskills.anim,0,hayate_uniqueskills
Assets/Prefabs/AnimationClip/Camera/hayate_victory.anim,0,hayate_victory
Assets/Prefabs/AnimationClip/Camera/helenadouglas_pose.anim,0,helenadouglas_pose
Assets/Prefabs/AnimationClip/Camera/helenadouglas_uniqueskills.anim,0,helenadouglas_uniqueskills
Assets/Prefabs/AnimationClip/Camera/helenadouglas_victory.anim,0,helenadouglas_victory
Assets/Prefabs/AnimationClip/Camera/hitomi_victory.anim,0,hitomi_victory
Assets/Prefabs/AnimationClip/Camera/janLee_pose.anim,0,janlee_pose
Assets/Prefabs/AnimationClip/Camera/janLee_uniqueskills.anim,0,janlee_uniqueskills
Assets/Prefabs/AnimationClip/Camera/janlee_victory.anim,0,janlee_victory
Assets/Prefabs/AnimationClip/Camera/kasumi_pose.anim,0,kasumi_pose
Assets/Prefabs/AnimationClip/Camera/kasumi_uniqueskills.anim,0,kasumi_uniqueskills
Assets/Prefabs/AnimationClip/Camera/kasumi_victory.anim,0,kasumi_victory
Assets/Prefabs/AnimationClip/Camera/kokoro_gacha_show.anim,0,kokoro_gacha_show
Assets/Prefabs/AnimationClip/Camera/kokoro_pose.anim,0,kokoro_pose
Assets/Prefabs/AnimationClip/Camera/kokoro_uniqueskills01.anim,0,kokoro_uniqueskills01
Assets/Prefabs/AnimationClip/Camera/kokoro_uniqueskills02.anim,0,kokoro_uniqueskills02
Assets/Prefabs/AnimationClip/Camera/kokoro_victory.anim,0,kokoro_victory
Assets/Prefabs/AnimationClip/Camera/leifang_victory.anim,0,leifang_victory
Assets/Prefabs/AnimationClip/Camera/leon_victory.anim,0,leon_victory
Assets/Prefabs/AnimationClip/Camera/mariposa_pose.anim,0,mariposa_pose
Assets/Prefabs/AnimationClip/Camera/mariposa_uniqueskills.anim,0,mariposa_uniqueskills
Assets/Prefabs/AnimationClip/Camera/mariposa_victory.anim,0,mariposa_victory
Assets/Prefabs/AnimationClip/Camera/mila_pose.anim,0,mila_pose
Assets/Prefabs/AnimationClip/Camera/mila_uniqueskills.anim,0,mila_uniqueskills
Assets/Prefabs/AnimationClip/Camera/mila_victory.anim,0,mila_victory
Assets/Prefabs/AnimationClip/Camera/momiji_pose.anim,0,momiji_pose
Assets/Prefabs/AnimationClip/Camera/momiji_uniqueskills.anim,0,momiji_uniqueskills
Assets/Prefabs/AnimationClip/Camera/momiji_victory.anim,0,momiji_victory
Assets/Prefabs/AnimationClip/Camera/nyotengu_pose.anim,0,nyotengu_pose
Assets/Prefabs/AnimationClip/Camera/nyotengu_uniqueskills.anim,0,nyotengu_uniqueskills
Assets/Prefabs/AnimationClip/Camera/nyotengu_victory.anim,0,nyotengu_victory
Assets/Prefabs/AnimationClip/Camera/phase4_pose.anim,0,phase4_pose
Assets/Prefabs/AnimationClip/Camera/phase4_victory.anim,0,phase4_victory
Assets/Prefabs/AnimationClip/Camera/raidou_pose.anim,0,raidou_pose
Assets/Prefabs/AnimationClip/Camera/raidou_uniqueskills.anim,0,raidou_uniqueskills
Assets/Prefabs/AnimationClip/Camera/raidou_victory.anim,0,raidou_victory
Assets/Prefabs/AnimationClip/Camera/rig_pose.anim,0,rig_pose
Assets/Prefabs/AnimationClip/Camera/rig_uniqueskills.anim,0,rig_uniqueskills
Assets/Prefabs/AnimationClip/Camera/tina_victory.anim,0,tina_victory
Assets/Prefabs/AnimationClip/Camera/zack_victory.anim,0,zack_victory
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_attack.anim,0,h_alpha152_01_attack
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_backward.anim,0,h_alpha152_01_backward
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_defend.anim,0,h_alpha152_01_defend
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_die.anim,0,h_alpha152_01_die
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_exit.anim,0,h_alpha152_01_exit
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_forward.anim,0,h_alpha152_01_forward
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_hold.anim,0,h_alpha152_01_hold
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_idle.anim,0,h_alpha152_01_idle
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_incline.anim,0,h_alpha152_01_incline
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_injure.anim,0,h_alpha152_01_injure
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_jump.anim,0,h_alpha152_01_jump
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_lose.anim,0,h_alpha152_01_lose
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_minskill.anim,0,h_alpha152_01_minskill
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_open.anim,0,h_alpha152_01_open
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_parallel.anim,0,h_alpha152_01_parallel
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_pose.anim,0,h_alpha152_01_pose
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_restore.anim,0,h_alpha152_01_restore
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_rotate.anim,0,h_alpha152_01_rotate
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_run.anim,0,h_alpha152_01_run
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_sattack.anim,0,h_alpha152_01_sattack
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_standby.anim,0,h_alpha152_01_standby
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_tilt.anim,0,h_alpha152_01_tilt
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_tilthit.anim,0,h_alpha152_01_tilthit
Assets/Prefabs/AnimationClip/H_Alpha152_01/H_Alpha152_01_uniqueskills.anim,0,h_alpha152_01_uniqueskills
